"ID","Place","DecLatitude","DecLongitude","Source","ModernName","Alternative.Name","Near","Ocean","Spanish","Dutch","French","Notes"
"1405","St Pierre op Martinique","14.7333","-61.1833","Times Atlas of the World","St. Pierre, Martinique, W.I.","","","","","",NA,""
"1406","St Salvador","-12.97","-38.48","Times Atlas of the World","Salvador, Brazil","","","","","",NA,""
"1407","St Thomas","0.32","6.72","","St Thomas island (San Tome'), W Africa","","Island off the coast of West Africa","North Atlantic","","",NA,""
"1408","St Thomas (Sao Tome)","0.32","6.72","","St Thomas island (San Tome'), W Africa","","Island off the coast of West Africa","North Atlantic","","",NA,""
"1409","St Thomas's","0.32","6.72","","St Thomas island (San Tome'), W Africa","","Island off the coast of West Africa","North Atlantic","","",NA,""
"1410","St Thomas's Mount",NA,"80","","","","","","","",NA,"Estimate"
"1411","St Vincent","16.9","-25","Times Atlas of the World","S. Vincente, Cape Verde","","","","","",NA,""
"1412","Stad Ambon","-3.68","128.17","Times Atlas of the World","Ambon, Moluccas, Indonesia","","","","","",NA,""
"1413","Stad van Guadaloupe","16.23","-61.53","Times Atlas of the World","Point-a-Pitre, Guadeloupe, W.I.","","","","","",NA,""
"1414","Start","50.22","-3.63","","Start Point, Devon, England","","","","","",NA,""
"1415","Start Point","50.22","-3.63","","Start Point, Devon, England","","","North Atlantic","","",NA,""
"1416","Staten Island","-54","-64.5","","Isla de los Estados","","Eastern tip of Tierra del Fuego","South Atlantic","","",NA,""
"1417","Staten Island NY","40.62","-74.1","Lloyds Maritime Atlas","Staten Island, NY/USA","","New York","North Atlantic","","",NA,""
"1418","Sth point of Caldarun Bay","11.77","79.77","","Longitude of Fort St. David was used","","","","","",NA,""
"1419","Straat Bali","-8.2","114.4","Times Atlas of the World","Selat Bali, Indonesia","","","","","",NA,""
"1420","Straat Sunda","-6","105.9","Times Atlas of the World","Sunda Strait, Indonesia","","","","","",NA,""
"1421","Straat van Banka","-2.3","105.5","Times Atlas of the World","Selat Bangka, Indonesia","","","","","",NA,""
"1422","Suftren","47.8","139.0698","DavidRumsey.com","","","Cape Morue, Sikhote-alin, Russia","","","",NA,""
"1423","Sugar Loaf Hill, Visagapatnam","17.68","83.33","Times Atlas of the World","Visagapatnam","","","","","",NA,""
"1424","Suijkerbrood (St Helena)","-15.9","-5.7167","Times Atlas of the World","Sugar Loaf Point, St Helena","","","","","",NA,""
"1425","Suikerbrood/Rio de Janeiro","-22.88","-43.1","Times Atlas of the World","Pao de Acucar (Sugarloaf), Rio de Janeiro, Brazil","","","","","",NA,""
"1426","Sullivan Island","32.87","-79.65","East Coast of the US Pilot, Volume 2, #69","","","","","","",NA,""
"1427","Sullivans Island","32.87","-79.65","East Coast of the US Pilot, Volume 2, #69","Isle of Palms?","","Charleston, South Carolina","North Atlantic","","",NA,""
"1428","Sumatra","-1","102.27","Times Atlas of the World","Sumatra, Indonesia","","","","","",NA,""
"1429","Surat","21.17","72.9","","","","","","","",NA,""
"1430","Surat, India (= fort St John?)","21.17","72.9","","","","","","","",NA,""
"1431","Suriname","6","-105.2","Times Atlas of the World","Suriname  ","","","","","",NA,""
"1432","Suriname rivier","5.88","-55.08","Times Atlas of the World","Suriname River entrance","","","","","",NA,""
"1433","Sursogon","12.98","124.02","Times Atlas of the World","Sorsogon, Luzon, Philippines","","","","","",NA,""
"1434","Susanna","12.5","97.8","","","","","","","",NA,"estimate"
"1435","Swally, India {fake coord}","21","72","","","","","","","",NA,""
"1436","'t Vlie","53.28","4.86","","","","Vlieland, The Netherlands","","","",NA,""
"1437","Taagh","38.68","-9.15","Times Atlas of the World","Rio Tejo, Portugal","","Lisbon, Portugal","","","",NA,""
"1438","Tabago","11.2167","60.7833","Times Atlas of the World","Tobago, W.I.","","","","","",NA,""
"1439","Tabelbaai","-33.67","18","Schoolatlas der geheele Aarde, 1927","Table Bay, South Africa","","","","","",NA,""
"1440","Table Bay","-33.67","18","Schoolatlas der geheele Aarde, 1927","Table Bay, South Africa","","","","","",NA,""
"1441","Table Land","-34.35","18.48","","","","","","","",NA,""
"1442","Tableland","-34.35","18.48","","","","","","","",NA,""
"1443","Tacobashes","-6","124","","Takangbesi","","SE end of the Celebes","Indian Ocean - Pacific","","",NA,""
"1444","Tafelbaai","-33.67","18","Schoolatlas der geheele Aarde, 1927","Table Bay, South Africa","","","","","",NA,""
"1445","Tafelbaaij","-33.67","18","Schoolatlas der geheele Aarde, 1927","Table Bay, South Africa","","","","","",NA,""
"1446","Taffell Hoek","-9.02","116.75","Schoolatlas der geheele Aarde, 1927","","","Java","Indian Ocean","","",NA,""
"1447","Talcaguana","-36.6667","-73.1667","Times Atlas of the World","Talcahuano, Chile","","","","","",NA,""
"1448","Tamatave","-18.13","49.3667","Lloyds Maritime Atlas","Toamasina","Tematave","","Indian","","",NA,""
"1449","Tanur, W coast India","10.98","75.87","","","","","","","",NA,""
"1450","Tapachoria","-48.6609","-26.8182","DavidRumsey.com","","","Itajai, Brazil","","","",NA,""
"1451","Tapanolie","1.73333333333333","98.7666666666667","Lloyds Maritime Atlas","Sibolga, Bay of Tapanuli, Sumatra, Indonesia ","","","","","",NA,""
"1452","Tarragona","41.1167","1.25","Times Atlas of the World","Tarragona, Spain","","","","","",NA,""
"1453","Tellicherry","11.73","75.48","","Tellicherry, W coast India","","","","","",NA,""
"1454","Tellycherry Road","11.73","75.48","","Tellicherry, W coast India","","","","","",NA,""
"1455","Tematave","-18.13","49.3667","Lloyds Maritime Atlas","Toamasina","Tamatave","","Indian","","",NA,""
"1456","Temple Bay","52","-55.89","Davidrumsey.com","Chateau Bay, Newfoundland, Canada","","York Point, Northern Newfoundland Canada","North Atlantic","","",NA,""
"1457","Tenerif Santa Croix","28.47","-16.25","Times Atlas of the World","Santa Cruz de Teneriffe, Spain","","","","","",NA,""
"1458","Tenerife","28.28","-16.65","","Tenerife, Canaries (Pico de Teide)","","","","","",NA,""
"1459","Teneriffe","28.28","-16.65","","","","","","","",NA,""
"1460","Terceira","38.72","-27.22","Times Atlas of the World","Terceira - Azores","","","","","",NA,""
"1461","Tercera","38.72","-27.22","Times Atlas of the World","Terceira - Azores","","","","","",NA,""
"1462","Ternal","45.0833","-136.6","Times Atlas of the World","Terney, Russia","","","","","",NA,""
"1463","Ternate","0.8","127.38","Times Atlas of the World","Ternate, Moluccas, Indonesia","","","","","",NA,""
"1464","Ternatten","0.8","127.38","Times Atlas of the World","Ternate, Moluccas, Indonesia","","","","","",NA,""
"1465","Texel","53.05","4.8","Times Atlas of the World","Texel, Netherlands","","","","","",NA,""
"1466","The Arrows","2.88","100.57","Pilot #44","Aruah Islands, Malacca Strait","","Straits of Mallaca","Indian Ocean","","",NA,""
"1467","The Bahamas","26.55","-78.8","Lloyds Maritime Atlas","","","","","","",NA,""
"1468","The Body of Ascension","-7.95","-14.37","","","","","","","",NA,""
"1469","The body of Madeira","32.63","-16.9","","","","","","","",NA,""
"1470","The body of the Island of Comoro","-12.75","43.35","","","","","","","",NA,""
"1471","The Burlings","39.42","-9.5","West Coast of Spain and Portugal Pilot #67","Ilha Berlenga","","","","","",NA,""
"1472","The Coffin Land","37.13","-75.98","","Charleston?","","","","","",NA,""
"1473","The Eddystone","50.2","-4.25","","","","","","","",NA,""
"1474","The Ellephant","6.33","81.5","West Coast of India Pilot #38","Elephant Rock","","","","","",NA,""
"1475","The Great Burlings","39.42","-9.5","West Coast of Spain and Portugal Pilot #67","Ilha Berlenga","","","","","",NA,""
"1476","The Island of Sal","16.78","-22.9","","","","","","","",NA,""
"1477","The Island of Tristian de Cuncha","-37.3","-12.3","","","","","","","",NA,""
"1478","The Land (South Africa)","-34.35","18.48","","","","","","","",NA,""
"1479","The Lizard","49.93","-5.22","","Lizard, Cornwall, U.K.","","","","","",NA,""
"1480","The Martins","18.03","-63.07","Lloyds Maritime Atlas","Sint Maarten en Saint Martin","","","","","",NA,""
"1481","The north brest of Brissel",NA,"-14.3","Guess","","","","","","",NA,""
"1482","The Pan de Mantanses (Cuba)","23.33","-81.68","West Indies Pilot (NW part), Vol 1. #70","Pan de Matanzas","","","","","",NA,""
"1483","The Pan de Matanses (Cuba)","23.33","-81.68","West Indies Pilot (NW part), Vol 1. #70","Pan de Matanzas","","","","","",NA,""
"1484","The Rock of Lisbon","38.72","-9.13","","","","","","","",NA,""
"1485","The Saltee Islands","52.12","-6.6","Clive Wilkinson","","","","","","",NA,""
"1486","The Start","50.22","-3.63","","Start Point, Devon, England","","","","","",NA,""
"1487","The tower of St Sebastians","36.5","-6.33","Lloyds Maritime Atlas","De toren van San Sebastian in Cadiz, Spanje","","","","","",NA,""
"1488","The west end of Madeira","32.63","-16.9","","","","","","","",NA,""
"1489","The west end of Maderia","32.63","-16.9","","","","","","","",NA,""
"1490","The White Rock","11.23","47.22","Red Sea and Gulf of Aden Pilot # 64","Mait Island. Jasiired Maydh","","","","","",NA,""
"1491","Thrum Cap","-18.5","-139","","","Aki Aki","French Polynesia, Tuamotu Islands","Pacific","","",NA,""
"1492","Tiburon baai","18.35","-74.421","DavidRumsey.com","","","Port a Piment, Haiti","","","",NA,""
"1493","Tillicherrie","11.73","75.48","Times Atlas of the World","Tellicherry, W coast India","","","","","",NA,""
"1494","Tillicherry","11.73","75.48","Times Atlas of the World","Tellicherry, W coast India","","","","","",NA,""
"1495","Tinian Island, Ladrones (Marianas)","14.97","145.63","","","","","","","",NA,""
"1496","Tirikunamalaya","8.57","81.22","Times Atlas of the World","Trincomalee, Sri Lanka","","","","","",NA,""
"1497","Tjilatjap","-7.7333","109","Times Atlas of the World","Cilacap, Java, Indonesia","","","","","",NA,""
"1498","Torrevieja","37.9833","-0.6667","Times Atlas of the World","Torrevieja, Spain","","","","","",NA,""
"1499","Tortuga","20.08","-72.95","Times Atlas of the World","Ile de la Tortue, Haiti","","West Indies","North Atlantic","","",NA,""
"1500","Toulon","43.1167","5.9167","Times Atlas of the World","Toulon, France","","","","","",NA,""
"1501","Town of Brunswick","31.15","-81.5","Times Atlas of the World","Brunswick, Georgia, USA","","","","","",NA,""
"1502","Trincomale","8.57","81.22","Times Atlas of the World","Trincomalee, Sri Lanka","","","","","",NA,""
"1503","Trincomalee","8.57","81.22","Times Atlas of the World","Trincomalee, Sri Lanka","","","","","",NA,""
"1504","Trincomalee, Sri Lanka","8.57","81.22","Times Atlas of the World","Trincomalee, Sri Lanka","","","","","",NA,""
"1505","Trinconamaale (noorder baai)","8.57","81.22","Times Atlas of the World","Trincomalee, Sri Lanka","","","","","",NA,""
"1506","Trinconomale","8.57","81.22","Times Atlas of the World","Trincomalee, Sri Lanka","","","","","",NA,""
"1507","Trinidad","10.82","-60.9","","Trinidad, WI","","","","","",NA,""
"1508","Trinidad, WI (Trinidad & Tobago)","10.82","-60.9","","","","","","","",NA,""
"1509","Trinidada","-20.5","-29.5","","Trinidade, I. da (Trinidad & Martin Vaz)","Trinidad","Off coast of Brazil","South Atlantic","","",NA,""
"1510","Tripasse","47.65","-53.35","Times Atlas of the World","Trepassey Bay, Newfoundland, Canada","","Southern Newfoundland","North Atlantic","","",NA,""
"1511","Tristan da Cunha","-37.05","-12.3","","Tristan da Cunha (settl. of Edinburgh)","","","","","",NA,""
"1512","Tristan D'Accuna","-37.05","-12.3","","Tristan da Cunha (settl. of Edinburgh)","","","","","",NA,""
"1513","Tristan D'Accunha","-37.05","-12.3","","Tristan da Cunha (settl. of Edinburgh)","","","","","",NA,""
"1514","Tristan d'Acunha","-37.05","-12.3","","Tristan da Cunha (settl. of Edinburgh)","","","","","",NA,""
"1515","Tristan de Cunka","-37.05","-12.3","","Tristan da Cunha (settl. of Edinburgh)","","","","","",NA,""
"1516","Tristian de Cunha","-37.05","-12.3","","Tristan da Cunha (settl. of Edinburgh)","","","","","",NA,""
"1517","Trowers Island","6.95","105.78","KNMI IV.t.39","Tinjil, voorheen Trouwers eiland bij Java","","","","","",NA,""
"1518","Tull","18.9","72.83","West Coast of India Pilot #38","Bombay?","","Bombay","Indian","","",NA,""
"1519","tussen 2e en 3e hoek","-6.6","105.5","Schoolatlas der geheele Aarde, 1927","","","","","","",NA,""
"1520","Tussen de 3e en 4e hoek van Java","-6.25","105.75","Schoolatlas der geheele Aarde, 1927","","","","","","",NA,""
"1521","tussen de eilanden bewesten Batavia","-5.95","106.15","Times Atlas of the World","","","","","","",NA,""
"1522","tussen Kaap Monte en Kaap Misurado","6.53","-11.1","Times Atlas of the World","","","","","","",NA,""
"1523","tussen Kaap Monte en Kaap Mizurado","6.53","-11.1","Times Atlas of the World","","","","","","",NA,""
"1524","Tussen Leeuwekop en Robbeneiland","-33.67","18","Times Atlas of the World","","","","","","",NA,""
"1525","Twin island","60.67","-78.75","","Smith Island, Northern, HB","","","","","",NA,""
"1526","UK_00_01",NA,"1","","","","","","","",NA,"Offset for some erroneaus data"
"1527","Ulietea","-16.73","-151.42","Lloyds Maritime Atlas","Raiatea Island","","Uturoa","Pacific","","",NA,""
"1528","Unknown","0","0","","","","","","","",NA,""
"1529","Ushant","48.47","-5.13","Lloyds Maritime Atlas","","","","","","",NA,""
"1530","Vagua","-0.5","131","","Waigeo","Waygiou","north side of Dampier strait, New Guinea","Pacific","","",NA,""
"1531","Valparaiso","-33.08","-71.67","","","","","","","",NA,""
"1532","Valsbaai","-34.35","18.5","Pilot #(DD2), p191","Cape of Good Hope, South Africa","","","","","",NA,""
"1533","Vavao (Pacific)","-18","-174","","","","","","","",NA,""
"1534","Viana Point","41.75","-8.8667","","","","Viano do Caselo, Portugal","North Atlantic","","",NA,""
"1535","Vizagapatam","17.7","83.4","Times Atlas of the World","Vishakhapatnam, India","","Coromandel Coast between Calcutta and Madras","Indian Ocean","","",NA,""
"1536","vlak bij Bramspunt","6","-55.17","Times Atlas of the World","Braams Punt, Suriname","","","","","",NA,""
"1537","Vlissingen","51.45","3.58","Times Atlas of the World","Vlissingen, Netherlands","","","","","",NA,""
"1538","Vogle Sound","80",NA,"","","","Spitzbergen","North Atlantic","","",NA,""
"1539","Vollajoyosa","38.5167","-0.2333","Times Atlas of the World","Villajoyosa, Spain","","","","","",NA,""
"1540","Wahoo","21.5","158","Times Atlas of the World","Probably Oahu, Hawaiian Is., USA","","","","","",NA,""
"1541","Walcheren","51.52","3.52","Schoolatlas der geheele Aarde, 1927","Walcheren, Netherlands","","","","","",NA,""
"1542","Walden Island",NA,NA,"","","","Spitzbergen","North Atlantic","","",NA,""
"1543","Walgeren","51.52","3.52","Schoolatlas der geheele Aarde, 1927","Walcheren, Netherlands","","","","","",NA,""
"1544","Watling Island","24.08","-80.3","","Watlin's island, WI, Cay Sal Bank","","","","","",NA,""
"1545","Watlings Island","24.08","-80.3","","Watlin's island, WI, Cay Sal Bank","","","","","",NA,""
"1546","Watlins Island","24.08","-80.3","","Watlin's island, WI, Cay Sal Bank","","","","","",NA,""
"1547","Watlin's island","24.08","-80.3","","Watlin's island, WI, Cay Sal Bank","","","","","",NA,""
"1548","Wawany","-3.5","123","","Wowoni","","East end of Celebes","Indian Ocean - Pacific","","",NA,""
"1549","West Cowes","50.6667","-1.3","Times Atlas of the World","Cowes, Isle of Wight, England","","","","","",NA,""
"1550","West end of Antigua","17.15","-61.82","","Antigua, Windward Islands, Carib.","","","","","",NA,""
"1551","West end of Barbados","13.15","-59.6333","","","","","","","",NA,""
"1552","West end of Madeira","32.63","-16.9","","","","","","","",NA,""
"1553","West Hoek van Texel","4.42","53.03","Times Atlas of the World","","","","","","",NA,""
"1554","westhoek van Kaap Camerijn","8.07","77.58","Times Atlas of the World","Cape Comorin, Tamil Nadu, India","","","","","",NA,""
"1555","Westminster Hall, Madagascar","-22.93","43.48","","Manombo MDG W coast","","","","","",NA,""
"1556","Westray Head","59.33","-3.07","Lloyds Maritime Atlas","","Westrahead","Northermost end of the Orkney Islands","North Atlantic","","",NA,""
"1557","Whampoa","23.1333333333333","113.416666666667","","Huangpu","","Canton","Pacific","","",NA,""
"1558","Whyda (Ouida), Benin, W Africa","6.32","2.1","","Ouidah","","","","","",NA,""
"1559","Whydah","6.32","2.1","","Ouidah","","","","","",NA,""
"1560","Wight","50.9","-1.3","","","","","","","",NA,""
"1561","Wineba fort (Whyda?)","6.38","2.13","","","","","","","",NA,""
"1562","Winnebah (Ghana)","5.37","-0.63","Times Atlas of the World","","","","","","",NA,""
"1563","Woahoa","21.5","-158","Times Atlas of the World","Probably Oahu, Hawaiian Islands, USA","","","","","",NA,""
"1564","Woahoo, S side in Bay","21.3167","-157.8333","Times Atlas of the World","Honolulu, Oahu, Hawaiian Is, USA","","","","","",NA,""
"1565","Wymoa Bay, Atoui","21.95","-159.6667","Times Atlas of the World","Waimea, Kauai, Hawaiian Is., USA","","","","","",NA,""
"1566","Yam Bay, Oneehow","21.8667","-160.2333","Times Atlas of the World","","","Nonopapa, Niihau, Hawaiian Is., USA","","","",NA,""
"1567","York factory, Hudson Bay","57.5","-92.5","","","","","","","",NA,""
"1568","Zeloan (Sri Lanka) (Dondra Head)","5.92","80.58","","","","","","","",NA,""
"1569","Zierikzee","51.65","3.92","Times Atlas of the World","Zierikzee, Netherlands","","","","","",NA,""
"1570","Zuiderwachter","-5.7","106.72","Pilot 36","Pulau Peniki (Zuidwachter), Indonesia","","","","","",NA,""
"1571","zw hoek van Java","-6.77","105.18","Schoolatlas der geheele Aarde, 1927","","","","","","",NA,""
